hour,entity_type,entity_id,event,detail
36,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
36,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
36,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
36,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
36,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
36,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
36,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
36,TRUCK,0,MOVING,"pos=(40.24,51.24) heading to WH-2"
36,TRUCK,1,MOVING,"pos=(75.13,90.51) heading to WH-3"
36,TRUCK,2,MOVING,"pos=(71.04,13.09) heading to WH-3"
37,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
37,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
37,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
37,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
37,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
37,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
37,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
37,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
37,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
37,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
37,TRUCK,0,MOVING,"pos=(39.82,48.27) heading to WH-2"
37,TRUCK,1,MOVING,"pos=(75.59,94.48) heading to WH-3"
37,TRUCK,2,MOVING,"pos=(71.16,15.09) heading to WH-3"
38,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
38,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
38,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
38,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
38,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
38,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
38,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
38,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
38,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
38,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
38,TRUCK,0,MOVING,"pos=(39.40,45.30) heading to WH-2"
38,TRUCK,1,MOVING,"pos=(76.05,98.46) heading to WH-3"
38,TRUCK,2,MOVING,"pos=(71.28,17.09) heading to WH-3"
39,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
39,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
39,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
39,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
39,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
39,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
39,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
39,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
39,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
39,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
39,TRUCK,0,MOVING,"pos=(38.98,42.32) heading to WH-2"
39,TRUCK,1,WAITING,"queued at WH-3"
39,TRUCK,2,MOVING,"pos=(71.39,19.08) heading to WH-3"
40,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
40,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
40,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
40,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
40,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
40,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
40,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
40,WAREHOUSE,3,DOCK_STATUS,"dock=0 truck=1 dock=1 FREE"
40,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
40,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
40,TRUCK,0,MOVING,"pos=(38.56,39.35) heading to WH-2"
40,TRUCK,1,UNLOADING,"delivered shipment 2 at WH-3"
40,SHIPMENT,2,DELIVERED,"WH-0 to WH-3 pickup_hr=21 delivery_hr=40"
40,TRUCK,1,UNLOADING,"unloading at WH-3"
40,TRUCK,2,MOVING,"pos=(71.51,21.08) heading to WH-3"
41,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
41,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
41,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
41,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
41,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
41,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
41,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
41,WAREHOUSE,3,DOCK_STATUS,"dock=0 truck=1 dock=1 FREE"
41,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
41,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
41,TRUCK,0,MOVING,"pos=(38.14,36.38) heading to WH-2"
41,TRUCK,1,UNLOADING,"delivered shipment 3 at WH-3"
41,SHIPMENT,3,DELIVERED,"WH-0 to WH-3 pickup_hr=20 delivery_hr=41"
41,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
41,TRUCK,2,MOVING,"pos=(71.63,23.08) heading to WH-3"
42,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
42,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
42,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
42,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
42,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
42,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
42,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
42,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
42,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
42,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
42,TRUCK,0,MOVING,"pos=(37.72,33.41) heading to WH-2"
42,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
42,TRUCK,2,MOVING,"pos=(71.75,25.07) heading to WH-3"
43,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
43,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
43,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
43,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
43,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
43,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
43,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
43,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
43,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
43,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
43,TRUCK,0,MOVING,"pos=(37.30,30.44) heading to WH-2"
43,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
43,TRUCK,2,MOVING,"pos=(71.87,27.07) heading to WH-3"
44,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
44,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
44,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
44,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
44,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
44,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
44,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
44,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
44,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
44,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
44,TRUCK,0,WAITING,"queued at WH-2"
44,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
44,TRUCK,2,MOVING,"pos=(71.99,29.06) heading to WH-3"
45,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
45,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
45,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
45,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
45,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
45,WAREHOUSE,2,DOCK_STATUS,"dock=0 truck=0"
45,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
45,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
45,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
45,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
45,TRUCK,0,UNLOADING,"delivered shipment 1 at WH-2"
45,SHIPMENT,1,DELIVERED,"WH-0 to WH-2 pickup_hr=9 delivery_hr=45"
45,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
45,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
45,TRUCK,2,MOVING,"pos=(72.11,31.06) heading to WH-3"
46,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
46,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
46,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
46,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
46,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
46,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
46,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
46,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
46,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
46,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
46,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
46,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
46,TRUCK,2,MOVING,"pos=(72.23,33.06) heading to WH-3"
47,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
47,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
47,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
47,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
47,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
47,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
47,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
47,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
47,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
47,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
47,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
47,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
47,TRUCK,2,MOVING,"pos=(72.35,35.05) heading to WH-3"
48,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
48,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
48,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
48,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
48,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
48,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
48,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
48,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
48,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
48,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
48,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
48,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
48,TRUCK,2,MOVING,"pos=(72.46,37.05) heading to WH-3"
49,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
49,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
49,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
49,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
49,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
49,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
49,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
49,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
49,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
49,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
49,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
49,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
49,TRUCK,2,MOVING,"pos=(72.58,39.05) heading to WH-3"
50,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
50,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
50,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
50,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
50,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
50,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
50,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
50,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
50,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
50,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
50,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
50,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
50,TRUCK,2,MOVING,"pos=(72.70,41.04) heading to WH-3"
51,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
51,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
51,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
51,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
51,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
51,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
51,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
51,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
51,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
51,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
51,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
51,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
51,TRUCK,2,MOVING,"pos=(72.82,43.04) heading to WH-3"
52,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
52,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
52,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
52,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
52,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
52,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
52,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
52,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
52,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
52,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
52,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
52,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
52,TRUCK,2,MOVING,"pos=(72.94,45.04) heading to WH-3"
53,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
53,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
53,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
53,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
53,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
53,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
53,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
53,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
53,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
53,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
53,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
53,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
53,TRUCK,2,MOVING,"pos=(73.06,47.03) heading to WH-3"
54,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
54,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
54,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
54,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
54,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
54,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
54,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
54,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
54,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
54,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
54,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
54,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
54,TRUCK,2,MOVING,"pos=(73.18,49.03) heading to WH-3"
55,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
55,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
55,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
55,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
55,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
55,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
55,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
55,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
55,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
55,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
55,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
55,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
55,TRUCK,2,MOVING,"pos=(73.30,51.03) heading to WH-3"
56,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
56,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
56,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
56,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
56,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
56,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
56,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
56,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
56,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
56,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
56,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
56,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
56,TRUCK,2,MOVING,"pos=(73.41,53.02) heading to WH-3"
57,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
57,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
57,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
57,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
57,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
57,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
57,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
57,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
57,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
57,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
57,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
57,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
57,TRUCK,2,MOVING,"pos=(73.53,55.02) heading to WH-3"
58,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
58,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
58,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
58,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
58,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
58,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
58,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
58,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
58,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
58,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
58,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
58,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
58,TRUCK,2,MOVING,"pos=(73.65,57.02) heading to WH-3"
59,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
59,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
59,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
59,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
59,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
59,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
59,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
59,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
59,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
59,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
59,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
59,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
59,TRUCK,2,MOVING,"pos=(73.77,59.01) heading to WH-3"
60,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
60,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
60,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
60,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
60,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
60,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
60,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
60,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
60,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
60,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
60,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
60,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
60,TRUCK,2,MOVING,"pos=(73.89,61.01) heading to WH-3"
61,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
61,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
61,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
61,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
61,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
61,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
61,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
61,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
61,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
61,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
61,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
61,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
61,TRUCK,2,MOVING,"pos=(74.01,63.00) heading to WH-3"
62,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
62,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
62,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
62,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
62,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
62,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
62,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
62,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
62,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
62,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
62,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
62,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
62,TRUCK,2,MOVING,"pos=(74.13,65.00) heading to WH-3"
63,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
63,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
63,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
63,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
63,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
63,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
63,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
63,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
63,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
63,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
63,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
63,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
63,TRUCK,2,MOVING,"pos=(74.25,67.00) heading to WH-3"
64,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
64,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
64,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
64,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
64,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
64,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
64,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
64,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
64,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
